1,连续/a|腹部/n|罐/n|药物/n|3/m|次/m|能/v|防止/v|黏液/n|性/n|囊腺瘤/x|的/uj|复发/v|吗/y|？/x
2,咽喉/n|里长/n|了/ul|个/q|乳头状瘤/x|怎么办/l
3,中/f|-/x|-/x|低/a|分化腺癌/n
3,乳腺癌/n|术后/t|复发率/n|有/v|多/m|高/a|？/x
3,河南省/ns|哪家/r|医院/n|对/p|治疗/v|腹腔/n|后/f|肿瘤/n|效果/n|好/a|，/x|病者/n|女/n|62/m|岁/m|，/x|肿瘤/n|已经/d|与/p|血管/n|粘/v|在/p|一起/m|不能/v|进行/v|手术/n|，/x|但/c|每天/r|痛疼/a|难忍/a
2,(/x|肠系膜/n|)/x|多发性/n|高/a|分化/vn|脂肪肉瘤/x|会/v|不会/v|转移/v|？/x
2,70/m|老人/n|切除/v|肝瘤/x|后/f|出现/v|腰痛/n|现象/n|../m
4,胃癌/n|切除/v|后/f|转移/v|能/v|活/vn|多长时间/n|呢/y|？/x
2,乳腺/n|纤维腺瘤/x|可以/c|喝/vg|羊奶/n|吗/y
2,右/f|前庭/n|大腺/n|囊肿/n
2,甲状腺癌/n|用/p|什么/r|中药/n
2,卵巢癌/n|的/uj|有效/a|方法/n|有/v|哪些/r|？/x
2,癌性/n|神经/n|肌病/n|能治/n|好/a|吗/y
3,乳腺/n|纤维腺瘤/x|癌变/n|的/uj|可能性/n|有/v|多/m|大/a
2,纵膈/n|肿瘤/n|的/uj|病人/n|需注意/n|什么/r|的/uj|？/x
1,十四岁/m|这个/r|年龄段/n|患/zg|胚胎/n|性/n|横纹肌肉瘤/x|跟/p|遗传基因/n|有关/vn|吗/y|？/x
2,新生儿/n|神经母细胞瘤/x|如何/r|治疗/v|与/p|预后/d
3,成人/n|口腔/n|血管瘤/l
2,70/m|岁/m|男性/n|间皮瘤/l|3/m|期/n|，/x|还/d|未/d|扩散/v|，/x|正/d|准备/v|做/v|伽马刀/nr|治疗/v|。/x|治疗/v|后/f|中医/j|如何/r|控制/v|肿瘤/n|的/uj|扩散/v|？/x
1,MALT/eng|淋巴瘤/n|预后/d|怎么样/r|，/x|原发于/x|眼部/n|，/x|是/v|放疗/v|还是/c|化疗/n|，/x|还是/c|放化疗/n|结合/v|?/x
3,汗腺瘤/x|是/v|怎样/r|形成/v|的/uj|？/x
2,未/d|满月/t|小儿/n|左/m|肱骨/n|肿瘤/n|，/x|跪求/v|陈/nr|主任/b|给予/v|诊治/v|。/x|急急/a|急/v|！/x|！/x|！/x|！/x|！/x
2,脑/n|胶质瘤/n|的/uj|中医/j|治疗方法/x
4,在/p|医院/n|检查/vn|是/v|直肠癌/n|能/v|活多久/l
3,右/f|卵巢/n|交界/n|性/n|粘液性囊腺瘤/x
3,内蒙古/ns|中医/j|治疗/v|晚期/t|癌症/n|哪家/r|较/d|好/a
2,胰腺癌/n|用/p|什么/r|药/n|治疗/v|比较/d|好/a|？/x
3,囊状/x|淋巴管瘤/x
2,胃癌/n|晚期/t|患者/n|高烧/v|不/d|退/v|怎么办/l|？/x
2,淋巴瘤/n|怎么/r|能治/n|好/a|啊/y|？/x|谁/r|能/v|告诉/v|我/r
3,婴儿/n|为什么/r|会/v|得/ud|血管瘤/l
2,神经鞘瘤/x|的/uj|最佳/z|治疗/v|方案/n|和/c|预防/v|方法/n
3,血管瘤/l|挂/v|什么/r|科室/n
2,胃癌/n|病人/n|放疗/v|第/m|22/m|次/t|，/x|从/p|17/m|次/t|左右/m|，/x|有/v|类似/v|月经/n|后/f|几天/m|的/uj|经血/n|排出/v|，/x|量/n|很小/a|！/x|但是/c|到/v|现在/t|已/d|一周/m|有余/r|！/x|还是/c
2,乳腺纤维瘤/x|怎么办/l|？/x
4,宫颈癌/n|患者/n|早期/t|能/v|活多久/l|？/x
4,大肠癌/n|骨转移/i|能/v|活多久/l
2,肠癌/n|肝/n|转移/v|推荐/v|化疗/n|方案/n
2,之前/f|查出/v|生理性/n|囊腺瘤/x|最近/f|两个/m|月/m|每个/r|月/m|都/d
2,我/r|有/v|脂肪瘤/n
2,复方/n|万年青/nr|胶囊/n|对/p|肺癌/n|中/f|的/uj|鳞癌/n|有/v|疗效/n|么/y|？/x
2,25/m|岁/m|，/x|术后/t|病/n|检/vn|乳腺纤维瘤/x|伴/v|导管/n|内/n|微小/b|乳头状瘤/x|形成/v
2,求助/v|！/x|希望/v|大家/n|能/v|给/p|我/r|一个/m|意见/n|。/x|我/r|妈/n|今年/t|57/m|，/x|2014/m|年/m|六月/t|查出/v|子宫/nr|平滑肌肉瘤/x|，/x|当时/t|就/d|做/v|了/ul|“/x|子宫/nr|+/x|双/n
3,奇异/a|型/k|平滑肌瘤/x
3,嘴癌/n|有/v|什么/r|特征/n
1,64/m|岁/m|老人/n|会/v|得/ud|腺样体/x|肿瘤/n|吗/y|，/x|我/r|妈妈/n|被/p|县城/n
3,得/ud|了/ul|纵膈/n|肿瘤/n|的/uj|病/n|中药/n|治疗/v|效果/n|好/a|吗/y|？/x
3,血管/n|内/n|细胞/n|肉瘤/n|一级/m
3,甲状腺腺瘤/x|在/p|饮食/n|上/f|应该/v|注意/v|什么/r|？/x
2,您好/l|闵/nr|大夫/n|，/x|我/r|肛周患/n|“/x|软组织/l|巨细胞/b|肿瘤/n|”/x
3,乳腺癌/n|肿瘤/n|指标/n
2,43/m|女士/n|，/x|左侧/f|锁骨上窝/x|见/v|椭圆形/n|软组织/l|肿块/n|影/vn|神经鞘瘤/x
1,89/m|岁/m|的/uj|老人/n|患/v|了/ul|脑膜瘤/n|，/x|可以/c|做手术/n|吗/y|？/x|89/m|岁/m|高龄/n|的/uj|姥姥/n|.../m
3,小孩/n|常/d|吃/v|烧烤/v|容易/a|患/zg|胃癌/n|吗/y
3,大肠癌/n|晚期/t|症状/n
3,子宫癌/n|有些/r|什么/r|症兆/n|?/x
1,ct/eng|报告/n|上/f|没有/v|写/v|肺癌/n|就/d|不会/v|是/v|肺癌/n|吗/y
1,肾上腺/l|皮质/n|肾上腺皮质腺瘤/x|57/m|岁/m|男性/n|患/zg|肾上腺皮质腺瘤/x|是否/v|需要/v|手术/n|？/x
4,73/m|岁/m|得/ud|人/n|得/ud|肺/n|小细胞癌/x|能/v|活/vn|多长/n
2,中药/n|治疗/v|胃癌/n|晚期/t|效果显著/n|吗/y
2,膀胱癌/n|手术/n|后/f|复发/v|应该/v|吃/v|什么/r|药/n|?/x|或者/c|怎么办/l|?/x|?/x
4,中晚期/j|肺癌/n|还/d|能/v|活多久/l|？/x
2,神经纤维瘤/x|的/uj|治疗方法/x
3,肺癌/n|患者/n|一直/d|以来/f|都/d|给/p|小孩/n|喂饭/v|，/x|会/v|传染/vn|吗/y|？/x
2,淋巴癌/n|是否/v|可/v|治疗/v|？/x
2,[/x|肿瘤/n|癌症/n|]/x|请问/v|头颈/n|瘤/n|早/a|中期/t|患者/n|术后/t
3,右/f|胫骨/n|内缘/n|骨软骨瘤/x|是/v|什么/r
3,如何/r|治疗/v|神经母细胞瘤/x|，/x|会出现/x|什么样/r|的症状/x
5,治疗/v|新生儿/n|血官瘤/l|多少/m|费用/n
3,乳腺/n|囊腺瘤/x|问题/n
2,中心/n|性/n|软骨肉瘤/x|可以/c|吃/v|什么/r|食物/n|调节/vn|？/x
2,喉癌/n|手术/n|病人/n|术/v|前/f|术后/t|的/uj|心理/n|护理/n
1,胰腺癌/n|晚期/t|有/v|黄疸/n|能/v|手术/n|吗/y|？/x|病人/n|刚刚/d|发现/v|，/x|还/d|没/v|扩散/v|，/x|胃口/n|精神/n
2,06/m|年/m|左/m|卵巢/n|无性细胞瘤/x|术后/t|+/x|三个/m|化疗/n|疗程/n
3,平滑肌肉瘤/x|会/v|遗传/vn|吗/y|？/x
2,肿瘤/n|因素/n|筛查/vn|结果/n|，/x|请/v|高/a|人/n|解释一下/i|，/x|均/d|在/p|正常值/n|以内/f|，/x|但是/c|有/v|几项/m|比/p|其他人/rr|高/a|一些/m|，/x|应该/v|注意/v|些/q|什么/r|？/x
3,子宫肌瘤/x|会/v|是/v|恶性/n|的/uj|吗/y|？/x
1,有关/vn|小孩/n|恶性/n|脂肪/n|母细胞瘤/x|的问题/x
2,脂肪肉瘤/x|病人/n|吃/v|什么/r|食品/n|好/a|?/x
1,做/v|CT/eng|放射/v|检查/vn|后/f|医师/n|的/uj|诊断/v|：/x|左侧/f|附件/n|囊/zg|实性/x|占位/v|，/x|考虑为/x|囊腺瘤/x|或/c|囊腺癌/x|可能性/n|大/a|…/x|请问/v|这里/r|什么/r|病/n|？/x|.../m
3,为什么/r|肝癌/n|早期/t|没有/v|症状/n|呢/y|？/x
1,恶性肿瘤/l|是/v|癌症/n|吗/y
2,请问/v|什么样/r|的/uj|淋巴癌/n|病人/n|可以/c|做/v|造血/v|干细胞/n|移植/v|？/x
2,小孩/n|KT/eng|综合症/n|伴有/v|囊性淋巴管瘤/x|，/x|活动/vn|时/n|摔破/v|皮/n|了/ul|，/x|现在/t|淋巴管瘤/x|的/uj|体液/n|一直有/x|流/n|出来/v|，/x|怎么办/l|？/x
1,视网膜/n|母细胞瘤/x|有/v|治/v|吗/y
3,右半/f|结肠癌/n|早期/t|症状/n
2,脑血管/n|母细胞瘤/x|手术/n|完/v|又/d|复发/v|了/ul|，/x|该/r|怎么办/l|？/x|谁/r|来/v|帮帮我/n|。/x
2,如何/r|前列腺癌/n|的/uj|血液/n|检查/vn|指数/n|看/v
1,疑似/v|肺部/n|恶性肿瘤/l
1,喉癌/n|做/v|了/ul|手术/n|后/f|做/v|放疗/v|好/a|还是/c|化疗/n|好/a|呢/y|？/x
0,请/v|再/d|来/v
3,右侧卵巢/x|浆液/n|性/n|乳头状囊腺癌/x
2,乳腺癌/n|根治/n|手术/n|后/f|胳膊/n|抬不起/v
1,乳腺/n|囊肿/n|BI/eng|-/x|RADSII/eng|类/q|严重/a|吗/y
1,出生/v|宝宝/nr|耳道/n|里长/n|肉瘤/n
1,甲状腺癌/n|术后/t|咨询/vn
3,鼻咽癌/n|能/v|不能/v|遗传/vn
1,八岁/m|男孩/n|从/p|出生/v|脚底/n|就/d|有/v|一点点/m|胎记/n|，/x|随着/p|年龄/n|长大/ns|，/x|胎记/n|也/d|越/d|大/a|，/x|是不是/l|黑色素瘤/n
2,卵巢癌/n|的/uj|预后/d|有/v|哪些/r
3,妊娠/v|合并/v|畸胎瘤/n|请教/v
1,多发性/n|软骨瘤/x|容易/a|复发/v|吗/y|？/x
3,肺癌/n|能/v|把/p|肺/n|摘除/v|吗/y|?/x
1,要/v|做/v|哪些/r|檢查/vn|才/d|會/v|發現/v|骨/ng|的/uj|惡性纖維/l|組織/v|細胞瘤/n|？/x
2,癌症/n|细胞/n|侵入/v|淋巴/n|系统/n|怎么办/l|，/x|袁希福/nr|能治/v|吗/y
3,胃癌/n|可/v|吗/y|以/c|同房/n|吗/y|会/v|传然/n
0,Sorry/eng
2,乳腺癌/n|手术/n|、/x|化疗/n|后/f|，/x|蜂胶/n|能/v|吃/v|吗/y|？/x
5,纵隔/v|胚胎/n|癌能/n|活多久/l
1,不/d|知道/v|是否是/l|畸胎瘤/n
4,一般/a|情况/n|下/f|胃癌/n|治好/v|了/ul|能/v|活/vn|几年/m|呢/y|？/x
2,乳腺/n|囊肿/n|或/c|纤维瘤/l|能/v|服用/vn|琪/g|宁/j|黄体酮/n|胶丸/n|吗/y|？/x
3,黑色素瘤/n|上海/ns|哪家/r|医院/n|好些/m|？/x
2,如何/r|冶疗/n|软组织/l|透明/v|细胞/n|肉瘤/n|(/x|右/f|跟腱/n|)/x|【/x|肉瘤/n|】/x
1,乳房/n|肿块/n|考虑/v|乳腺纤维瘤/x|？/x|【/x|乳腺纤维瘤/x|？/x|】/x
2,双乳/nz|多发性/n|乳腺/n|纤维腺瘤/x|怎么/r|治疗/v
3,宫颈癌/n|一般/a|是/v|多久/m|形成/v
1,卵巢癌/n|相关/v|抗原/n|偏高/x|是/v|又/d|肿瘤/n|吗/y|？/x
1,乳腺癌/n|有/v|一/m|淋巴/n|转移/v|问需/n|化疗/n|吗/y|？/x
2,子宫/nr|平滑肌瘤/x|抑制/v
3,什么/r|是/v|淋巴癌/n
2,得/ud|了/ul|乳房/n|平滑肌瘤/x|怎么办/l|？/x
6,哈尔滨/ns|治疗/v|肿瘤/n|的/uj|医院地址/n
1,70/m|岁/m|老人/n|良性/n|脑瘤/n|能否/v|手术/n|切除/v
3,胃癌/n|早期/t|表现/v|有/v|哪些/r|？/x
3,一般/a|引起/v|肺癌/n|的/uj|原因/n|都/d|有/v|哪些/r|？/x
2,母细胞/n|胶质瘤/n|术后/t|应/v|在/p|饮食/n|注意/v|些/q|什么/r
