0, '你好', '你好，有什么可以帮到您？', 0, '2018-05-03 05:11:26', 0, 0
0, '吸烟导致肺癌么？', '<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp肺癌起源于支气管粘膜上皮局限于基底膜内者称为原位癌癌肿，可向支气管腔内或/和临近的肺组织生长并可通过淋巴血行或经支气管转移扩散。', 6, '2018-05-03 05:11:46', 1.92, 0
0, '吸烟跟癌症什么关系？', '<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp肺癌一般与吸烟有关，另外特殊性工作，如接触粉尘多的工作也可能导致肺癌。', 6, '2018-05-03 05:12:12', 0.42, 0
0, '肺癌早期什么症状？', '胃癌晚期早死前症状是多种多样。胃癌晚期死前症状也会有血液的问题。最常见的可能为上消化道症状引发的急性出血症状了，这也是最危险的一种致死方式。一是颅内压增高和其他一般症状，如头痛、呕吐、视力减退、复视、癫痫发作和精神症状等。另一是脑组织受肿瘤的压迫、浸润、破坏所产生的局部症状，造成神经功能缺失。另外也会因为患者的个体差异疼痛程度也轻重不一，重度的患者可能有胀痛、水肿、钝痛、锐痛等表现，胃癌晚期死前症状常常伴有食欲不振、恶心呕吐、饱胀、吞咽困难等症状，这些症状并有逐渐加重的趋势。胃癌晚期固然是可怕致命的，所以大家要多了解胃癌晚期死前症状，以平常心，正确的态度对待胃癌晚期。<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp症状主要有两方面的表现。<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp胃癌晚期死前症状也不是唯一的，晚期胃癌病人很多都是上腹疼痛明显并且持续时间较长，不易缓解为主要症状。', 6, '2018-05-03 05:12:37', 1.73, 0
0, '肺癌早期的表现？', '症状表现四、咽喉发干。症状表现二、食道老是觉得有东西存在。大便习惯的改变，也是属于早期结肠癌的症状表现之一以上是对“结肠癌的病症表现都有什么。如果发现身体出现以上几种症状表现，要警惕食管癌，及时采取治疗措施。<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp食道癌的早期症状，虽然临床上有些个别食管癌的症状不太明显，但是一般情况下，食管癌的症状则比较明显，河南省现代医学研究院医院、中医食管癌治疗中心的专家总结，食管癌的主要症状表现有：症状表现一、病灶反射性疼痛。', 6, '2018-05-03 05:13:15', 1.48, 0
0, '肺癌早期', '好像漏了点什么，能否再详细些？', 0, '2018-05-03 05:13:32', 0, 0
0, '早期肺癌', 'a．手术疗法：为目前主要的治疗手段，早期肺癌，术后约半数以上可获长期生存，故除非已广泛浸润、远处转移，或患者全身情况不允许，均应力争切除病灶、清扫纵隔内转移的淋巴结、并尽可能多的保留健康肺组织，周围型肺癌一般首选肺叶切除术，中心型肺癌多需要切除患侧全肺。c．化学疗法：常用环磷酰胺、5-氟脲嘧啶、长春新碱、噻替哌等，对分化程度低的大细胞肺癌、尤其是未分化的燕麦细胞癌有一定疗效。山东中医药大学附属医院-肺病科-张伟主任医师查看原帖>><br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp在多年之前，就感觉一直的身体不好，现在加重了，老是有胸痛的症状，并且伴有久治不愈的咳嗽，开始的时候以为是感冒咳嗽，后来的时候才知道是肺癌，是去检查才出来的肺癌，现在不知道怎么办，还能治愈了吗。', 6, '2018-05-03 05:13:58', 1.11, 0
0, '早期肺癌的治疗', '您的问题暂时无法回答，能否请您换个话题？', 0, '2018-05-03 05:14:19', 0, 0
0, '早期肺癌吃什么食物', '<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp肺癌患者不能吃油腻、辛辣、刺激性的食物，食物只是治疗的一方面，关键还是要选择正确的治疗方式，建议采用中医疗法治疗，中药药性温和平缓而且药效持久，我知道一种中药治疗效果显著，可以有效的控制患者的病情，抑制肿瘤的生长，延长患者的生命。', 6, '2018-05-03 05:14:40', 6.47, 0
0, '早期肺癌的治疗方法是什么？', '这也是有效的膀胱癌的诊断方法之一。方法二、外科治疗方法。方法三、内镜食管粘膜切除术。河南省现代医学研究院医院、中医食道癌治疗中心的专家介绍，常用来治疗早期食道癌的方法有:方法一、内镜激光治疗。2、尿脱落细胞检查，是一种简单易行又无创伤的检查方法，对膀胱癌的诊断有重要价值，膀胱癌患者约85%尿脱落细胞检查可呈阳性。此为膀胱癌的诊断隐性血尿的唯一办法，简单易行，利用此方法可发现早期膀胱癌患者，也可作为高危人群的常规检查项目。对于无淋巴结转移的早期食道癌，通过内镜治疗可以获得与外科手术相当的疗效，通常建议在EMR术后每隔6-12个月进行内镜检查和碘液染色是必要的。5、B超检查，最为有效的膀胱癌的诊断方法，通过使膀胱充盈、膀胱壁粘膜充分伸展，B超可以测量出膀胱癌的肿瘤的大小、位置以及粘膜浸润的程度。经实践证明，该早期食道癌的治疗方法对于提高患者5年生存率具有较为显著的作用，试验组结果显示内镜激光治疗5年存活率为97%，自然病程5年存活率为67%。<br><br>&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp&nbsp1、常规检查，这是常见的膀胱癌的诊断方法，对尿液离心后在高倍显微镜下寻找红细胞，以判断血尿的存在。', 6, '2018-05-03 05:15:19', 4.59, 0
0, '早期肺癌还有的救么？', '与心影边缘分辨不清外缘清晰右膈内侧不清心脏大小形态未见明显异常肋骨结构未见异常想得到怎样的帮助：这是老人照的CT医院说没什么大问题不开药大家帮忙看看是不是肺癌。', 6, '2018-05-03 05:15:51', 10.45, 0
